Year,Week,Position,Title,Artist,Spotify_title,Spotify_artist,Spotify_artist_id,Duration,Spotify_popularity,Album_name,Release_date,Genres
2016,28,1,Can't stop the feeling!,JT,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,31TPClRtHm23RisEBtV3X7,237546.0,72.0,TROLLS (Original Motion Picture Soundtrack),2016-09-23,"dance pop, pop"
2016,28,2,One dance,"Drake, Wizkid, Kyla",One Dance,"Drake, Wizkid, Kyla",3TVXtAsR1Inumwj472S9r4 3tVQdUvClmAT7URs9V3rsp 77DAFfvm3O9zT5dIoG0eIO,173986.0,85.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, afro dancehall, afropop, azonto, nigerian hip hop, nigerian pop, uk funky"
2016,28,3,Don't let me down,"The Chainsmokers, Daya",Don't Let Me Down,"The Chainsmokers, Daya",69GGBxA162lTqCwzJG5jLp 6Dd3NScHWwnW6obMFbl1BH,208373.0,79.0,Don't Let Me Down,2016-02-05,"dance pop, edm, electropop, pop, pop dance, tropical house, alt z, dance pop, edm, electropop, pop, pop dance, post-teen pop, tropical house"
2016,28,4,Cheap thrills,Sia feat Sean Paul,Cheap Thrills (feat. Sean Paul),"Sia, Sean Paul",5WUlDfRSoLAfcVSX1WnrxN 3Isy6kedDrgPYoTS1dazA9,224493.0,63.0,This Is Acting (Deluxe Version),2016-10-21,"australian dance, australian pop, dance pop, pop, dance pop, dancehall, pop rap"
2016,28,5,This is what you came for,"Calvin Harris, Rihanna",This Is What You Came For,"Calvin Harris, Rihanna",7CajNmpbOovFoOoasH2HaY 5pKCCKE2ajJHZ9KAiaK11H,222160.0,81.0,This Is What You Came For,2016-04-29,"dance pop, edm, electro house, house, pop, progressive house, uk dance, barbadian pop, dance pop, pop, urban contemporary"
2016,28,6,I took a pill in Ibiza - SeeB remix,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb",2KsP6tYLJlTBvSUxnwlVWa 5iNrZmtVMtYev5M9yoWpEq,197933.0,72.0,"At Night, Alone.",2016-05-06,"dance pop, edm, pop, pop rap, dance pop, edm, electro house, norwegian pop, pop, pop dance, pop edm, tropical house"
2016,28,7,Panda,Desiigner,Panda,Desiigner,7pFeBzX627ff0VnN6bxPR4,247866.0,67.0,Panda,2016-02-26,"pop rap, rap, trap, underground hip hop, viral trap"
2016,28,8,Work from home,"Fifth Harmony, Ty Dolla $ign",Work from Home (feat. Ty Dolla $ign),"Fifth Harmony, Ty Dolla $ign",1l8Fu6IkuTP0U5QetQJ5Xt 7c0XG5cIJTrrAgEC3ULPiq,214480.0,75.0,7/27 (Deluxe),2016-05-27,"dance pop, girl group, pop, post-teen pop, talent show, dance pop, hip hop, pop, pop rap, r&b, southern hip hop, trap, trap soul"
2016,28,9,Send my love (to your new lover),Adele,Send My Love (To Your New Lover),Adele,4dpARuHxo51G3z768sgnrY,223078.0,72.0,25,2015-11-20,"british soul, pop, pop soul, uk pop"
2016,28,10,7 years,Lukas Graham,7 Years,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,237300.0,79.0,Lukas Graham,2016-04-01,"danish pop, pop, scandipop"
2016,28,11,Stressed out,Twentyøne Piløts,Stressed Out,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,202333.0,84.0,Blurryface,2015-05-15,"modern rock, rock"
2016,28,12,This girl,Kungs vs Cookin' On 3 Burners,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",7keGfmQR4X5w0two1xKZ7d 726MxZBpkxnnoKl6aN7mmj,195546.0,76.0,Layers,2016-11-04,"edm, pop dance, tropical house, bboy, funk, instrumental funk, modern funk"
2016,28,13,Faded,Alan Walker,Faded,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,212106.0,79.0,Different World,2018-12-14,electro house
2016,28,14,This one's for you,"David Guetta, Zara Larsson",This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,207272.0,67.0,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],2016-05-13,"big room, dance pop, edm, pop, pop dance"
2016,28,15,Ride,Twentyøne Piløts,Ride,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,214506.0,81.0,Blurryface,2015-05-15,"modern rock, rock"
2016,28,16,Treat you better,Shawn Mendes,Treat You Better,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,187973.0,83.0,Illuminate,2017-04-20,"canadian pop, dance pop, pop, viral pop"
2016,28,17,Dangerous woman,Ariana Grande,Dangerous Woman,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,235946.0,67.0,Dangerous Woman,2016-05-20,"dance pop, pop"
2016,28,18,Hymn for the weekend,Coldplay,Hymn for the Weekend,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,258266.0,84.0,A Head Full of Dreams,2015-12-04,"permanent wave, pop"
2016,28,19,Just like fire,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,1KCSPY1glIKqW2TotWuXOR,215413.0,68.0,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016-04-15,"dance pop, pop"
2016,28,20,I hate u I love u,"Gnash, Olivia O'Brien","i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",3iri9nBFs9e4wN7PLIetAw 1QRj3hoop9Mv5VvHQkwPEp,251033.0,77.0,us,2016-03-25,"pop, alt z, dance pop, electropop, pop, post-teen pop"
2016,28,21,Dont mind,Kent Jones,Don't Mind,Kent Jones,3jHBxvZ9gbBkZ17wKUqVsO,198236.0,62.0,Don't Mind,2016-04-25,"miami hip hop, viral trap"
2016,28,22,Work,Rihanna feat Drake,Work (In the Style of Rihanna feat. Drake) [Karaoke Version],Instrumental King,4MBhcPOdlrMsmhLC4tOKs6,208695.0,3.0,R&B Chart Favorites,2018-05-30,
2016,28,23,Cake by the ocean,DNCE,Cake By The Ocean,DNCE,6T5tfhQCknKG4UnH90qGnz,219146.0,81.0,DNCE,2016-11-18,"dance pop, edm, pop, post-teen pop"
2016,28,24,Never forget you,"Zara Larsson, MNEK",Never Forget You (Zara Larsson & MNEK) - Remix,Hasan Shomar,2yFokZZQiUKmsp9oeW9AtU,256026.0,25.0,Never Forget You (Zara Larsson & MNEK) [Remix],2021-01-20,
2016,28,25,"Me, myself & I","G-Eazy, Bebe Rexha","Me, Myself & I","G-Eazy, Bebe Rexha",02kJSzxNuaWGqwubyUba0Z 64M6ah0SkkRsnPGtGiRAbb,251466.0,77.0,When It's Dark Out,2015-12-04,"indie pop rap, oakland hip hop, pop, pop rap, rap, dance pop, edm, pop, post-teen pop"
2016,28,26,Needed me,Rihanna,Needed Me,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,191600.0,81.0,ANTI (Deluxe),2016-01-28,"barbadian pop, dance pop, pop, urban contemporary"
2016,28,27,Lush life,Zara Larsson,Lush Life,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,201122.0,77.0,So Good,2017-03-17,"dance pop, edm, electropop, pop, pop dance, post-teen pop, scandipop, swedish electropop, swedish pop, tropical house"
2016,28,28,Me too,Meghan Trainor,Me Too,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,181240.0,72.0,Thank You (Deluxe Version),2017-05-12,"dance pop, hip pop, pop, post-teen pop"
2016,28,29,We don't talk anymore,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",6VuMaDnrHyPL1p4EHjYLi7 0C8ZW7ezQVs4URX5aX7Kqx,217706.0,68.0,Nine Track Mind,2016-01-29,"dance pop, pop, viral pop, dance pop, pop, post-teen pop"
2016,28,30,Heathens,Twenty One Pilots,Heathens,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,195920.0,81.0,Heathens,2016-06-16,"modern rock, rock"
2016,28,31,Controlla,Drake,Controlla,Drake,3TVXtAsR1Inumwj472S9r4,245226.0,71.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap"
2016,28,32,Wherever I go,OneRepublic,Wherever I Go,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,169773.0,63.0,Oh My My,2016-12-02,"piano rock, pop, pop rock"
2016,28,33,Duele el corazon,"Enrique Iglesias, Wisin",DUELE EL CORAZON (feat. Wisin),"Enrique Iglesias, Wisin",7qG3b048QCHVRO5Pv1T5lw 3E6xrwgnVfYCrCs0ePERDz,199693.0,67.0,DUELE EL CORAZON (feat. Wisin),2016-04-18,"dance pop, latin pop, mexican pop, latin hip hop, reggaeton, trap latino"
2016,28,34,H.O.L.Y.,Florida Georgia Line,H.O.L.Y.,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,194186.0,69.0,Dig Your Roots,2016-08-26,"contemporary country, country, country pop, country road, modern country rock"
2016,28,35,Close,"Nick Jonas, Tove Lo",Close,"Nick Jonas, Tove Lo",4Rxn7Im3LGfyRkY2FlHhWi 4NHQUGzhtTLFvgF5SZesLK,234213.0,69.0,Last Year Was Complicated,2016-06-10,"dance pop, edm, pop, post-teen pop, dance pop, electropop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop"
2016,28,36,No money,Galantis,No Money,Galantis,4sTQVOfp9vEMCemLw50sbu,189126.0,67.0,No Money,2016-04-01,"dance pop, edm, electro house, pop, pop dance, tropical house"
2016,28,37,Into you,Ariana Grande,Into You,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,244453.0,69.0,Dangerous Woman,2016-05-20,"dance pop, pop"
2016,28,38,Don't be so shy (Filatov & Karas remix),Imany,Don't Be So Shy - Filatov & Karas Remix,"Imany, Filatov & Karas",74eY8wbrhhVD7pACbBHwHw 5NW2uPFatEKjZQ5gpWD8HO,191371.0,41.0,Don't Be So Shy (Filatov & Karas Remix),2016-10-06,"french indie pop, russian dance, russian edm, russian pop"
2016,28,39,Like I would,Zayn,LIKE I WOULD,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,192133.0,62.0,Mind Of Mine (Deluxe Edition),2016-03-25,"dance pop, pop, post-teen pop, uk pop"
2016,28,40,Ain't your mama,Jennifer Lopez,Ain't Your Mama,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,218234.0,70.0,Ain't Your Mama,2016-04-07,"dance pop, pop, pop rap, urban contemporary"
2016,29,1,Can't stop the feeling!,JT,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,31TPClRtHm23RisEBtV3X7,237546.0,72.0,TROLLS (Original Motion Picture Soundtrack),2016-09-23,"dance pop, pop"
2016,29,2,One dance,"Drake, Wizkid, Kyla",One Dance,"Drake, Wizkid, Kyla",3TVXtAsR1Inumwj472S9r4 3tVQdUvClmAT7URs9V3rsp 77DAFfvm3O9zT5dIoG0eIO,173986.0,85.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, afro dancehall, afropop, azonto, nigerian hip hop, nigerian pop, uk funky"
2016,29,3,Don't let me down,"The Chainsmokers, Daya",Don't Let Me Down,"The Chainsmokers, Daya",69GGBxA162lTqCwzJG5jLp 6Dd3NScHWwnW6obMFbl1BH,208373.0,79.0,Don't Let Me Down,2016-02-05,"dance pop, edm, electropop, pop, pop dance, tropical house, alt z, dance pop, edm, electropop, pop, pop dance, post-teen pop, tropical house"
2016,29,4,Cheap thrills,Sia feat Sean Paul,Cheap Thrills (feat. Sean Paul),"Sia, Sean Paul",5WUlDfRSoLAfcVSX1WnrxN 3Isy6kedDrgPYoTS1dazA9,224493.0,63.0,This Is Acting (Deluxe Version),2016-10-21,"australian dance, australian pop, dance pop, pop, dance pop, dancehall, pop rap"
2016,29,5,This is what you came for,"Calvin Harris, Rihanna",This Is What You Came For,"Calvin Harris, Rihanna",7CajNmpbOovFoOoasH2HaY 5pKCCKE2ajJHZ9KAiaK11H,222160.0,81.0,This Is What You Came For,2016-04-29,"dance pop, edm, electro house, house, pop, progressive house, uk dance, barbadian pop, dance pop, pop, urban contemporary"
2016,29,6,I took a pill in Ibiza - SeeB remix,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb",2KsP6tYLJlTBvSUxnwlVWa 5iNrZmtVMtYev5M9yoWpEq,197933.0,72.0,"At Night, Alone.",2016-05-06,"dance pop, edm, pop, pop rap, dance pop, edm, electro house, norwegian pop, pop, pop dance, pop edm, tropical house"
2016,29,7,Panda,Desiigner,Panda,Desiigner,7pFeBzX627ff0VnN6bxPR4,247866.0,67.0,Panda,2016-02-26,"pop rap, rap, trap, underground hip hop, viral trap"
2016,29,8,Send my love (to your new lover),Adele,Send My Love (To Your New Lover),Adele,4dpARuHxo51G3z768sgnrY,223078.0,72.0,25,2015-11-20,"british soul, pop, pop soul, uk pop"
2016,29,9,Work from home,"Fifth Harmony, Ty Dolla $ign",Work from Home (feat. Ty Dolla $ign),"Fifth Harmony, Ty Dolla $ign",1l8Fu6IkuTP0U5QetQJ5Xt 7c0XG5cIJTrrAgEC3ULPiq,214480.0,75.0,7/27 (Deluxe),2016-05-27,"dance pop, girl group, pop, post-teen pop, talent show, dance pop, hip hop, pop, pop rap, r&b, southern hip hop, trap, trap soul"
2016,29,10,7 years,Lukas Graham,7 Years,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,237300.0,79.0,Lukas Graham,2016-04-01,"danish pop, pop, scandipop"
2016,29,11,This girl,Kungs vs Cookin' On 3 Burners,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",7keGfmQR4X5w0two1xKZ7d 726MxZBpkxnnoKl6aN7mmj,195546.0,76.0,Layers,2016-11-04,"edm, pop dance, tropical house, bboy, funk, instrumental funk, modern funk"
2016,29,12,Stressed out,Twentyøne Piløts,Stressed Out,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,202333.0,84.0,Blurryface,2015-05-15,"modern rock, rock"
2016,29,13,This one's for you,"David Guetta, Zara Larsson",This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,207272.0,67.0,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],2016-05-13,"big room, dance pop, edm, pop, pop dance"
2016,29,14,Ride,Twentyøne Piløts,Ride,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,214506.0,81.0,Blurryface,2015-05-15,"modern rock, rock"
2016,29,15,Faded,Alan Walker,Faded,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,212106.0,79.0,Different World,2018-12-14,electro house
2016,29,16,Treat you better,Shawn Mendes,Treat You Better,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,187973.0,83.0,Illuminate,2017-04-20,"canadian pop, dance pop, pop, viral pop"
2016,29,17,Hymn for the weekend,Coldplay,Hymn for the Weekend,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,258266.0,84.0,A Head Full of Dreams,2015-12-04,"permanent wave, pop"
2016,29,18,Dont mind,Kent Jones,Don't Mind,Kent Jones,3jHBxvZ9gbBkZ17wKUqVsO,198236.0,62.0,Don't Mind,2016-04-25,"miami hip hop, viral trap"
2016,29,19,I hate u I love u,"Gnash, Olivia O'Brien","i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",3iri9nBFs9e4wN7PLIetAw 1QRj3hoop9Mv5VvHQkwPEp,251033.0,77.0,us,2016-03-25,"pop, alt z, dance pop, electropop, pop, post-teen pop"
2016,29,20,Dangerous woman,Ariana Grande,Dangerous Woman,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,235946.0,67.0,Dangerous Woman,2016-05-20,"dance pop, pop"
2016,29,21,Just like fire,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,1KCSPY1glIKqW2TotWuXOR,215413.0,68.0,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016-04-15,"dance pop, pop"
2016,29,22,Work,Rihanna feat Drake,Work (In the Style of Rihanna feat. Drake) [Karaoke Version],Instrumental King,4MBhcPOdlrMsmhLC4tOKs6,208695.0,3.0,R&B Chart Favorites,2018-05-30,
2016,29,23,Never forget you,"Zara Larsson, MNEK",Never Forget You (Zara Larsson & MNEK) - Remix,Hasan Shomar,2yFokZZQiUKmsp9oeW9AtU,256026.0,25.0,Never Forget You (Zara Larsson & MNEK) [Remix],2021-01-20,
2016,29,24,Cake by the ocean,DNCE,Cake By The Ocean,DNCE,6T5tfhQCknKG4UnH90qGnz,219146.0,81.0,DNCE,2016-11-18,"dance pop, edm, pop, post-teen pop"
2016,29,25,Me too,Meghan Trainor,Me Too,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,181240.0,72.0,Thank You (Deluxe Version),2017-05-12,"dance pop, hip pop, pop, post-teen pop"
2016,29,26,Too good,"Drake, Rihanna",Too Good,"Drake, Rihanna",3TVXtAsR1Inumwj472S9r4 5pKCCKE2ajJHZ9KAiaK11H,263373.0,74.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, barbadian pop, dance pop, pop, urban contemporary"
2016,29,27,Needed me,Rihanna,Needed Me,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,191600.0,81.0,ANTI (Deluxe),2016-01-28,"barbadian pop, dance pop, pop, urban contemporary"
2016,29,28,We don't talk anymore,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",6VuMaDnrHyPL1p4EHjYLi7 0C8ZW7ezQVs4URX5aX7Kqx,217706.0,68.0,Nine Track Mind,2016-01-29,"dance pop, pop, viral pop, dance pop, pop, post-teen pop"
2016,29,29,"Me, myself & I","G-Eazy, Bebe Rexha","Me, Myself & I","G-Eazy, Bebe Rexha",02kJSzxNuaWGqwubyUba0Z 64M6ah0SkkRsnPGtGiRAbb,251466.0,77.0,When It's Dark Out,2015-12-04,"indie pop rap, oakland hip hop, pop, pop rap, rap, dance pop, edm, pop, post-teen pop"
2016,29,30,Controlla,Drake,Controlla,Drake,3TVXtAsR1Inumwj472S9r4,245226.0,71.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap"
2016,29,31,Lush life,Zara Larsson,Lush Life,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,201122.0,77.0,So Good,2017-03-17,"dance pop, edm, electropop, pop, pop dance, post-teen pop, scandipop, swedish electropop, swedish pop, tropical house"
2016,29,32,Wherever I go,OneRepublic,Wherever I Go,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,169773.0,63.0,Oh My My,2016-12-02,"piano rock, pop, pop rock"
2016,29,33,Duele el corazon,"Enrique Iglesias, Wisin",DUELE EL CORAZON (feat. Wisin),"Enrique Iglesias, Wisin",7qG3b048QCHVRO5Pv1T5lw 3E6xrwgnVfYCrCs0ePERDz,199693.0,67.0,DUELE EL CORAZON (feat. Wisin),2016-04-18,"dance pop, latin pop, mexican pop, latin hip hop, reggaeton, trap latino"
2016,29,34,H.O.L.Y.,Florida Georgia Line,H.O.L.Y.,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,194186.0,69.0,Dig Your Roots,2016-08-26,"contemporary country, country, country pop, country road, modern country rock"
2016,29,35,Don't be so shy (Filatov & Karas remix),Imany,Don't Be So Shy - Filatov & Karas Remix,"Imany, Filatov & Karas",74eY8wbrhhVD7pACbBHwHw 5NW2uPFatEKjZQ5gpWD8HO,191371.0,41.0,Don't Be So Shy (Filatov & Karas Remix),2016-10-06,"french indie pop, russian dance, russian edm, russian pop"
2016,29,36,No money,Galantis,No Money,Galantis,4sTQVOfp9vEMCemLw50sbu,189126.0,67.0,No Money,2016-04-01,"dance pop, edm, electro house, pop, pop dance, tropical house"
2016,29,37,Into you,Ariana Grande,Into You,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,244453.0,69.0,Dangerous Woman,2016-05-20,"dance pop, pop"
2016,29,38,Ain't your mama,Jennifer Lopez,Ain't Your Mama,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,218234.0,70.0,Ain't Your Mama,2016-04-07,"dance pop, pop, pop rap, urban contemporary"
2016,29,39,Let it go,James Bay,Let It Go,James Bay,4EzkuveR9pLvDVFNx6foYD,260533.0,69.0,Chaos And The Calm,2014-12-15,"neo mellow, pop"
2016,29,40,Close,"Nick Jonas, Tove Lo",Close,"Nick Jonas, Tove Lo",4Rxn7Im3LGfyRkY2FlHhWi 4NHQUGzhtTLFvgF5SZesLK,234213.0,69.0,Last Year Was Complicated,2016-06-10,"dance pop, edm, pop, post-teen pop, dance pop, electropop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop"
2016,30,1,Can't stop the feeling!,JT,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,31TPClRtHm23RisEBtV3X7,237546.0,72.0,TROLLS (Original Motion Picture Soundtrack),2016-09-23,"dance pop, pop"
2016,30,2,One dance,"Drake, Wizkid, Kyla",One Dance,"Drake, Wizkid, Kyla",3TVXtAsR1Inumwj472S9r4 3tVQdUvClmAT7URs9V3rsp 77DAFfvm3O9zT5dIoG0eIO,173986.0,85.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, afro dancehall, afropop, azonto, nigerian hip hop, nigerian pop, uk funky"
2016,30,3,Cheap thrills,Sia feat Sean Paul,Cheap Thrills (feat. Sean Paul),"Sia, Sean Paul",5WUlDfRSoLAfcVSX1WnrxN 3Isy6kedDrgPYoTS1dazA9,224493.0,63.0,This Is Acting (Deluxe Version),2016-10-21,"australian dance, australian pop, dance pop, pop, dance pop, dancehall, pop rap"
2016,30,4,Don't let me down,"The Chainsmokers, Daya",Don't Let Me Down,"The Chainsmokers, Daya",69GGBxA162lTqCwzJG5jLp 6Dd3NScHWwnW6obMFbl1BH,208373.0,79.0,Don't Let Me Down,2016-02-05,"dance pop, edm, electropop, pop, pop dance, tropical house, alt z, dance pop, edm, electropop, pop, pop dance, post-teen pop, tropical house"
2016,30,5,This is what you came for,"Calvin Harris, Rihanna",This Is What You Came For,"Calvin Harris, Rihanna",7CajNmpbOovFoOoasH2HaY 5pKCCKE2ajJHZ9KAiaK11H,222160.0,81.0,This Is What You Came For,2016-04-29,"dance pop, edm, electro house, house, pop, progressive house, uk dance, barbadian pop, dance pop, pop, urban contemporary"
2016,30,6,I took a pill in Ibiza - SeeB remix,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb",2KsP6tYLJlTBvSUxnwlVWa 5iNrZmtVMtYev5M9yoWpEq,197933.0,72.0,"At Night, Alone.",2016-05-06,"dance pop, edm, pop, pop rap, dance pop, edm, electro house, norwegian pop, pop, pop dance, pop edm, tropical house"
2016,30,7,Send my love (to your new lover),Adele,Send My Love (To Your New Lover),Adele,4dpARuHxo51G3z768sgnrY,223078.0,72.0,25,2015-11-20,"british soul, pop, pop soul, uk pop"
2016,30,8,Work from home,"Fifth Harmony, Ty Dolla $ign",Work from Home (feat. Ty Dolla $ign),"Fifth Harmony, Ty Dolla $ign",1l8Fu6IkuTP0U5QetQJ5Xt 7c0XG5cIJTrrAgEC3ULPiq,214480.0,75.0,7/27 (Deluxe),2016-05-27,"dance pop, girl group, pop, post-teen pop, talent show, dance pop, hip hop, pop, pop rap, r&b, southern hip hop, trap, trap soul"
2016,30,9,Treat you better,Shawn Mendes,Treat You Better,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,187973.0,83.0,Illuminate,2017-04-20,"canadian pop, dance pop, pop, viral pop"
2016,30,10,This girl,Kungs vs Cookin' On 3 Burners,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",7keGfmQR4X5w0two1xKZ7d 726MxZBpkxnnoKl6aN7mmj,195546.0,76.0,Layers,2016-11-04,"edm, pop dance, tropical house, bboy, funk, instrumental funk, modern funk"
2016,30,11,Panda,Desiigner,Panda,Desiigner,7pFeBzX627ff0VnN6bxPR4,247866.0,67.0,Panda,2016-02-26,"pop rap, rap, trap, underground hip hop, viral trap"
2016,30,12,Ride,Twentyøne Piløts,Ride,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,214506.0,81.0,Blurryface,2015-05-15,"modern rock, rock"
2016,30,13,This one's for you,"David Guetta, Zara Larsson",This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,207272.0,67.0,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],2016-05-13,"big room, dance pop, edm, pop, pop dance"
2016,30,14,7 years,Lukas Graham,7 Years,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,237300.0,79.0,Lukas Graham,2016-04-01,"danish pop, pop, scandipop"
2016,30,15,I hate u I love u,"Gnash, Olivia O'Brien","i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",3iri9nBFs9e4wN7PLIetAw 1QRj3hoop9Mv5VvHQkwPEp,251033.0,77.0,us,2016-03-25,"pop, alt z, dance pop, electropop, pop, post-teen pop"
2016,30,16,Faded,Alan Walker,Faded,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,212106.0,79.0,Different World,2018-12-14,electro house
2016,30,17,Dont mind,Kent Jones,Don't Mind,Kent Jones,3jHBxvZ9gbBkZ17wKUqVsO,198236.0,62.0,Don't Mind,2016-04-25,"miami hip hop, viral trap"
2016,30,18,Hymn for the weekend,Coldplay,Hymn for the Weekend,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,258266.0,84.0,A Head Full of Dreams,2015-12-04,"permanent wave, pop"
2016,30,19,Too good,"Drake, Rihanna",Too Good,"Drake, Rihanna",3TVXtAsR1Inumwj472S9r4 5pKCCKE2ajJHZ9KAiaK11H,263373.0,74.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, barbadian pop, dance pop, pop, urban contemporary"
2016,30,20,Me too,Meghan Trainor,Me Too,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,181240.0,72.0,Thank You (Deluxe Version),2017-05-12,"dance pop, hip pop, pop, post-teen pop"
2016,30,21,Stressed out,Twentyøne Piløts,Stressed Out,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,202333.0,84.0,Blurryface,2015-05-15,"modern rock, rock"
2016,30,22,We don't talk anymore,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",6VuMaDnrHyPL1p4EHjYLi7 0C8ZW7ezQVs4URX5aX7Kqx,217706.0,68.0,Nine Track Mind,2016-01-29,"dance pop, pop, viral pop, dance pop, pop, post-teen pop"
2016,30,23,Just like fire,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,1KCSPY1glIKqW2TotWuXOR,215413.0,68.0,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016-04-15,"dance pop, pop"
2016,30,24,Dangerous woman,Ariana Grande,Dangerous Woman,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,235946.0,67.0,Dangerous Woman,2016-05-20,"dance pop, pop"
2016,30,25,Controlla,Drake,Controlla,Drake,3TVXtAsR1Inumwj472S9r4,245226.0,71.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap"
2016,30,26,Needed me,Rihanna,Needed Me,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,191600.0,81.0,ANTI (Deluxe),2016-01-28,"barbadian pop, dance pop, pop, urban contemporary"
